RDKIT_SMILES,SMILES,MHFP
O=C(SCc1ccccc1)c1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=C1C(=O)SCC1=CC=CC=C1,[128626689   8492060  41603599 ...  54552999  87342679  29516144]
CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(CCI)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(CCI)(C(F)(F)F)C(F)(F)F,[250618452 505728944  92943922 ...  92201024 119991767  24985098]
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)I,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)I,[599075562  68632665  63064138 ... 511406722  86905799 135425624]
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 21375283  33988699  17313015 ... 136323818 107222071  29302852]
OB(O)c1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,OB(O)C1=CC=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F,[237301144 312252844  47483649 ...  80652131 305125079 261466434]
CCCCCCCCCCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  97181807 ... 200578621 224807591  46460802]
OCC(SCCC(F)(F)C(F)(F)F)C(CO)SCCC(F)(F)C(F)(F)F,"OCC(SCCC(F)(F)C(F)(F)F)C(CO)SCCC(F)(F)C(F)(F)F |lp:0:2,3:2,7:3,8:3,10:3,11:3,12:3,15:2,16:2,20:3,21:3,23:3,24:3,25:3,Sg:n:21,20,19:3-17:ht,Sg:n:8,7,6:3-17:ht|",[250618452  49018156 107816900 ... 120914766 281920279 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI,[250618452 104111782  97181807 ...  16631887  43796935  24985098]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCI,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCI,[250618452 104111782  97181807 ...  16631887 281920279  24985098]
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[235162622 215423514  63064138 ...  53870161  53184391 151237944]
O=C(N1CCCCC1)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(=O)N1CCCCC1)C(F)(F)F,[   853465  19386904 107816900 ... 194511214  23638503  71007262]
OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[127781979 104111782  97181807 ...  16631887 281920279  10360726]
OCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935  10360726]
COC(F)(F)C(C(F)(F)F)C(F)(F)F,COC(F)(F)C(C(F)(F)F)C(F)(F)F,[ 72461987 160021305 128272778 ...  83713048 101296679 261466434]
C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,[  9757136   8492060  97181807 ...   3633108 166016711 151237944]
C=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=C,[111000236 104111782  97181807 ... 611624164 174064983 151237944]
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,[ 19469312  85244370  18439196 ...  15279529  43796935 151237944]
OCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070   5065065  97181807 ... 200578621  14046279  10360726]
CC(=O)c1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,CC(=O)C1=CC=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F,[343908383  15621649 105751502 ...   3285018   6451911  55994378]
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ... 274242922  99703927 151237944]
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,[104828107 104111782  97181807 ... 203154325  14046279 151237944]
OCCCCCCCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCCCCCCC\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[178291359 104111782  97181807 ... 200578621  14046279  10360726]
O=C(Cc1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)CC1=CC=CC=C1,[139019242 312252844 107816900 ... 144549675 124409255  29516144]
O=[N+]([O-])c1c(F)c(F)c(C(F)(C(F)(F)F)C(F)(F)F)c(F)c1F,[O-][N+](=O)C1=C(F)C(F)=C(C(F)=C1F)C(F)(C(F)(F)F)C(F)(F)F,[  7060930 190309893 232751249 ... 144813810  72176439 164259462]
O=C(NCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)NCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,[107223494   8492060 107816900 ... 194511214 281920279  52134646]
O=C(F)C(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F,FC(=O)C(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F,[203166237  63090150 108979564 ...  65408281 166875223 201568010]
CCN1c2ccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2N(CC)C1C,CC1=CC=C(C=C1)S(O)(=O)=O.CCN1C(C)[NH+](CC)C2=C1C=CC(=C2)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 67706604  33988699  17313015 ... 155853978  62378183  91168926]
FC(F)(F)C(F)(c1nc(C(F)(C(F)(F)F)C(F)(F)F)nc(C(F)(C(F)(F)F)C(F)(F)F)n1)C(F)(F)F,FC(F)(F)C(F)(C1=NC(=NC(=N1)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,[ 13458306 263952980 232751249 ...    811569  94767431 224694822]
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  33988699  17313015 ... 136323818  90036311 151237944]
O=C(Oc1ccccc1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)OC1=CC=CC=C1)C(F)(F)F,[   853465   9635651  94501969 ... 215679073  23638503  71007262]
COC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,COC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,[198202562 196028059 144793530 ... 211648350 101296679  69201230]
COCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,COCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,[148204604   8492060  93274711 ... 173374004 281920279 151237944]
CCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,CCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ... 194511214 281920279 151237944]
C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C,[H]N(C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(N([H])C(=O)OC(C)COC(=O)C(C)=C)=C(C)C=C1,[  1426846  33988699  17313015 ... 136323818 107222071  22160906]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C1(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C1(F)F,[250618452 104111782  62348548 ... 317852915 281920279 144588076]
CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
Nc1c(I)cc(C(F)(C(F)(F)F)C(F)(F)F)cc1C(F)(F)F,NC1=C(C=C(C=C1I)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,[ 13385699  17872842  99096054 ... 131996757 160085207 132511772]
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[191442385  67733975  17313015 ... 253630925 104129879 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,[ 39782696 104111782  97181807 ...  39995804 281920279 151237944]
CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  58849484  43796935 151237944]
*C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)*.C1CCOC1 |lp:0:3,2:3,3:3,5:3,6:3,8:3,9:3,11:3,12:3,17:2,m:13:16.15|",[250618452  26813391  93313099 ... 533223651 169150839 151237944]
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=N1,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=N1,[ 35941647 153479361  95504826 ... 154704470 240371511  46460802]
O=C(c1ccccc1)n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NN(C(=O)C2=CC=CC=C2)C(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[174106812  99017345  97181807 ...  43761913 281920279  25634194]
FC(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,[ 75020398 411855570 107816900 ... 244759987  68472071 136136366]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,[ 78558515 104111782  97181807 ...  52063218  91993927 145874996]
CS(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)F,CS(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)F,[ 35941647  73299756  17313015 ...  25029786 117586279  46460802]
C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=C,[250618452 104111782  97181807 ... 146756134  43796935 133134902]
C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C,CC(COC(=O)C(C)=C)OC(=O)NC1=C(C)C=CC(NC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1,[  1426846  33988699  17313015 ... 136323818 111393351  22160906]
C=COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC=C,[ 35941647 429712812  31694403 ... 286019159 240371511  46460802]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=N1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=N1,[ 35941647 104111782  95504826 ... 154704470 281920279  46460802]
CCS(=O)c1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,CCS(=O)C1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,[ 52793636  49018156  17313015 ...  63751395 103589479 233420030]
CCOC(=O)CC(S)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)CC(S)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 254985823  14316170 ... 251720104 153761495 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  93199687  97181807 ...  58849484  52429719  95661772]
FC(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)F,[250618452 320786895 107816900 ...  16631887 236353143 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944]
CCCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ... 194511214 166016711 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc2ccccc2[nH]1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NC2=CC=CC=C2N1,[115611454 104111782  26425151 ... 162895639 124464807 151237944]
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[101390333  15733760 107816900 ...  18403413  53184391  65634510]
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 21375283  33988699  17313015 ... 136323818 138388023 151237944]
O=C(OCc1ccccc1)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(=O)OCC1=CC=CC=C1)C(F)(F)F,[   853465  90791381 105497362 ... 215679073  23638503  29516144]
O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ON1C(=O)CCC1=O,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(=O)ON1C(=O)CCC1=O,[250618452  80780619  97181807 ...   8587256  43796935 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[235162622 104111782  63064138 ...  53870161 281920279 151237944]
OCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070   5065065  97181807 ... 200578621  14046279  10360726]
C=CC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699  17313015 ... 136323818 107222071  29302852]
O=C(OCC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,[ 19469312  73299756 107816900 ... 291378977 281920279  46460802]
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,[186799769  58869667 107816900 ...  88808901 281920279 151237944]
O=Cc1ccc(OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOC1=CC=C(C=O)C=C1,[233579596 104111782  97181807 ...  12165170  43796935 151237944]
O=C(O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651 107816900 ... 189837130  23638503  50610154]
FC(F)=C(F)OC(F)(F)C(F)(F)F,FC(F)=C(F)OC(F)(F)C(F)(F)F,[156871382 101247092  20760171 ... 555222617 101296679  36136210]
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[250618452 429712812 107816900 ... 286019159 240371511 151237944]
F/C=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,F\C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  50824200  97181807 ...  53343664 158363479 151237944]
CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887 281920279 151237944]
CCCS(=O)c1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,CCCS(=O)C1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,[ 52793636  49018156  17313015 ...  63751395 103589479 105684414]
CC(C)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
CCN(CCCS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[Na+].CCN(CCCS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 136323818  62647831 101347708]
CCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 136323818 138388023 151237944]
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,[250618452  21086568 107816900 ...  88808901  69000183 151237944]
CN(C)CCCN(CCCS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(C)CCCN(CCCS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   1815513  17313015 ... 136323818  62647831 101347708]
CCOP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,CCOP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,[199289006  71278405  14316170 ...  96147097   9684535  99487042]
O=C(O)C[N+](CC=C(F)C(F)(F)C(F)(F)F)(CCO)CCS(=O)(=O)O,"OCC[N+](CCS(O)(=O)=O)(CC=C(F)C(F)(F)C(F)(F)F)CC([O-])=O |lp:0:2,7:2,8:2,9:2,13:3,15:3,16:3,18:3,19:3,20:3,23:3,24:2,Sg:n:16,15,14:4-10:ht|",[26283414 16325564 17313015 ... 56971192 30740423  5587662]
O=C(Nc1ccccc1F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC1=CC=CC=C1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[138816069   8492060  97181807 ...  54552999 107767783  11109824]
CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
